id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
b403ee39-a82c-4205-9244-a7b6b5af7f52,Sara Ribeiro,1945-10-30,322.862.928-84,47348021,Andrade,RO,Brasil,F,+55 (071) 2928 5273,32286292884@exemplo.com.br,2025-01-19
0913ff97-44ec-4bd2-878c-38dd57a7c6b6,Rebeca Monteiro,2002-06-18,764.378.222-62,50467169,da Paz,GO,Brasil,F,(011) 3426 4385,76437822262@exemplo.com.br,2023-10-20
84713b3c-da62-4f20-a036-74c5f719ca29,Valentim Farias,1957-05-30,675.664.989-08,21595-677,Monteiro da Prata,TO,Brasil,F,+55 31 3228-9979,67566498908@exemplo.com.br,2023-08-26
1cbd4312-94e2-48c4-87a1-5a9d7e75cb2a,Ryan Borges,1963-01-27,555.003.237-10,12297692,Correia das Pedras,AL,Brasil,M,+55 (031) 6545 4871,55500323710@exemplo.com.br,2024-05-05
64207e07-9800-48ce-a038-2a2a1418cc74,Kevin Sales,1952-02-01,566.882.215-39,26526189,Freitas de Gomes,AC,Brasil,F,84 4972 3400,56688221539@exemplo.com.br,2023-09-30
5d875077-0c2b-4e0f-b591-fe1cbb35821b,Oliver Abreu,1938-10-21,321.134.519-61,23789-087,Andrade de Pires,RR,Brasil,M,+55 31 9401-2127,32113451961@exemplo.com.br,2024-02-18
b2e9a6b3-9c9e-4ec9-8d62-4c17a5d11cd3,Mariane Monteiro,2003-10-03,474.134.722-67,29081267,Andrade,PR,Brasil,F,41 6035 7108,47413472267@exemplo.com.br,2024-08-15
f28ef3a3-2847-47bb-80be-3d8ee86374ab,Luigi Macedo,2005-08-13,454.212.870-25,99241-343,Caldeira,PE,Brasil,M,21 7866-9547,45421287025@exemplo.com.br,2023-10-11
a2c0a9aa-fc5b-4fe4-8184-61b5866dc355,Kevin Sales,2000-01-03,146.014.724-16,68477646,Casa Grande,AP,Brasil,F,21 8027 6193,14601472416@exemplo.com.br,2025-04-23
124cdd98-946d-4cde-9423-161539e2bbbc,Maria Luísa Freitas,1941-07-24,167.913.229-97,55141-564,Pinto do Amparo,MG,Brasil,F,+55 (011) 6822-4427,16791322997@exemplo.com.br,2023-08-06
2962cfce-57d5-4f49-834d-b3d76d16ef93,Arthur Miguel Sousa,1991-11-03,960.889.042-75,33144158,Jesus da Serra,TO,Brasil,M,(031) 7196 7587,96088904275@exemplo.com.br,2024-08-05
2de6d1be-5a7c-47e2-b692-7b1bc594be37,João Vitor Sá,1947-10-16,963.879.125-86,05001394,Macedo dos Dourados,PE,Brasil,M,+55 11 1756 7632,96387912586@exemplo.com.br,2025-03-29
254d5a30-d120-4cd0-822e-17f4681baf35,Vitória Pereira,1962-09-07,607.191.636-74,87270404,Fonseca,TO,Brasil,M,(081) 3461 5840,60719163674@exemplo.com.br,2023-10-27
8a442213-f289-44c8-82ef-9d780b5298c4,Antonella Rios,1964-06-06,753.886.372-48,51090971,Marques,MS,Brasil,M,0800 774 8719,75388637248@exemplo.com.br,2024-12-30
ec4c6609-6b2e-4c5a-83f4-1615f6dca5a4,Antony Pinto,1944-07-27,239.880.010-95,11283-874,Araújo,ES,Brasil,F,84 6105-3665,23988001095@exemplo.com.br,2024-10-22
6654e67d-81ae-4803-9e90-382b1d0eeb3b,Sr. Heitor Macedo,1948-10-29,839.131.567-69,68775-497,Fernandes de Rocha,AL,Brasil,M,+55 84 1232 6002,83913156769@exemplo.com.br,2024-02-26
92129ce6-3506-4657-a83f-8868372bdd7b,Luiza da Luz,1950-03-04,892.342.796-70,17412083,Rezende de da Luz,PE,Brasil,M,11 7623 4990,89234279670@exemplo.com.br,2023-08-31
98ff8f04-d0ff-40a2-b36c-c03f7c9e6f08,Evelyn Sousa,1980-10-31,375.537.293-36,49509-167,Santos,SP,Brasil,M,51 0948 6350,37553729336@exemplo.com.br,2023-11-11
b565e3ad-68e8-4a82-86c2-69a52da19dfe,Dr. Caio Vieira,1964-08-24,483.270.379-56,49639846,Duarte,DF,Brasil,F,+55 84 8248 0603,48327037956@exemplo.com.br,2025-02-19
9d91b6a7-618e-440d-974e-f5d026989412,João Vitor Alves,1948-10-18,688.143.726-51,50098-670,Costa,TO,Brasil,F,51 4728 0807,68814372651@exemplo.com.br,2024-06-13
8b5e1e33-3344-4715-b62f-ff74d7488939,Breno da Cruz,1939-06-18,599.225.516-48,63606-292,Correia,ES,Brasil,F,21 4346-5177,59922551648@exemplo.com.br,2024-05-31
b27f35a6-76e0-4183-8559-4bdcba918298,Danilo Aragão,2000-04-11,638.127.585-05,02420-984,Cavalcanti,MG,Brasil,F,(061) 6013-9337,63812758505@exemplo.com.br,2023-10-31
3b7ca598-174c-403c-be70-65ab8886aafc,Erick Cassiano,1967-07-17,698.946.132-26,12407584,Moreira do Galho,ES,Brasil,M,71 0404 6499,69894613226@exemplo.com.br,2025-05-26
374c20fb-e8d1-4b25-999a-11f35b0f6df6,Sophia Lima,1982-08-10,936.210.320-34,71624-015,Vargas,AM,Brasil,F,(071) 4618 7157,93621032034@exemplo.com.br,2023-08-17
05ef8400-163d-43e3-bc02-cb1f28c036cb,Dra. Isabella Nascimento,2000-01-29,442.597.436-64,39754233,Casa Grande das Flores,SE,Brasil,F,+55 (084) 0945-8435,44259743664@exemplo.com.br,2023-08-30
9cb2c163-7171-4c42-9d62-4da261b4e669,Gustavo Henrique Duarte,1996-10-09,568.003.539-17,83708-078,da Rocha,PI,Brasil,M,71 7872 3854,56800353917@exemplo.com.br,2025-05-20
1c821ed9-6766-4b21-bfd3-1c1c0da2d415,Vinicius Almeida,1989-06-22,519.309.130-82,54179019,das Neves,AP,Brasil,F,+55 (011) 5507 3611,51930913082@exemplo.com.br,2025-02-15
641a06ad-3f2c-4829-9ccf-a7fc4de95954,Eduardo Gomes,1953-02-02,753.067.593-16,13930296,Macedo,AP,Brasil,M,81 4854-3186,75306759316@exemplo.com.br,2024-04-11
424cac84-83bc-4101-81ad-002f3277aa8e,Lucas Gabriel Machado,1954-06-05,411.344.797-89,41376-499,Leão,BA,Brasil,M,+55 (051) 1278 5080,41134479789@exemplo.com.br,2023-10-06
5b79ca3c-22aa-4a72-b8a3-3c104513943d,Diego Marques,1980-09-02,085.697.892-04,63854-300,Leão,DF,Brasil,M,+55 (061) 2116 8890,08569789204@exemplo.com.br,2024-03-26
6865ab5f-bac5-4594-b091-daedcbca253f,Ana Sophia Ferreira,2001-10-02,406.614.814-23,57368-040,Moraes dos Dourados,PA,Brasil,M,+55 51 9994 4295,40661481423@exemplo.com.br,2024-06-11
02c52881-763b-4a76-8232-ce8007fd0c2f,Sr. Davi da Costa,1946-11-22,156.370.850-37,34305-171,Garcia de Caldeira,ES,Brasil,F,+55 81 3060 3379,15637085037@exemplo.com.br,2024-12-19
5aeecaef-16b8-4bc0-a1e8-ac74a6564be3,Srta. Emanuella Rodrigues,2006-06-03,953.356.337-50,77312-271,Freitas do Oeste,PB,Brasil,F,(011) 9157 0209,95335633750@exemplo.com.br,2024-06-15
4206af48-b768-4a55-9e31-a9a90f07875a,Sr. Marcos Vinicius Vasconcelos,1946-11-11,073.671.369-27,83249404,Barbosa da Praia,PI,Brasil,F,+55 51 0763 8004,07367136927@exemplo.com.br,2024-02-06
5b2e58d0-10e5-4ce3-8848-4c3ad776e40f,Ana Nogueira,1949-10-14,991.894.447-89,35314685,Farias,RJ,Brasil,M,(041) 2736 2002,99189444789@exemplo.com.br,2024-05-23
664a4e85-5636-41e8-a590-b50d78b77efe,Bruna Rezende,1991-11-20,196.761.332-57,12158-986,Moreira,AP,Brasil,F,(051) 9325-0976,19676133257@exemplo.com.br,2024-10-24
9b831d6f-8d83-4d48-be7a-9e7e3e916fe8,Amanda Albuquerque,1990-02-03,761.165.177-40,32724-942,Novais dos Dourados,MT,Brasil,M,(011) 8982 6611,76116517740@exemplo.com.br,2024-05-25
0b9656b1-045b-47f7-b5f7-53b59fd0a0bc,Rafael Nogueira,1964-09-10,835.971.054-21,82449181,Rocha,ES,Brasil,M,+55 (011) 1118 6718,83597105421@exemplo.com.br,2023-08-02
b008f1fa-d8d5-49b6-8328-7c291a229ad5,Ayla Pinto,1999-03-12,918.185.558-65,63073-620,Dias,PE,Brasil,M,0300 682 7983,91818555865@exemplo.com.br,2023-09-09
d1ddc959-b995-433b-a8c4-1013133a0d88,Kamilly Barbosa,1942-04-25,369.360.301-66,93042381,Costela de Porto,GO,Brasil,F,(061) 0030-8801,36936030166@exemplo.com.br,2025-01-30
e93b5cc1-b420-4b7e-bd3a-f54bba86db5a,Luísa Rocha,2006-09-28,717.512.865-64,18918-277,Dias,SC,Brasil,F,84 4692 9888,71751286564@exemplo.com.br,2024-04-27
1f4e8367-773c-4682-88b6-e9923da3205c,Rhavi Guerra,1968-12-20,654.230.874-24,15646-781,Araújo de Pacheco,RO,Brasil,F,+55 71 2981-8987,65423087424@exemplo.com.br,2024-01-10
f165bd47-643f-430c-92ed-ebb814527240,Sr. Apollo Andrade,2000-09-29,322.187.857-70,78969-370,Duarte de Vargas,MG,Brasil,M,+55 (084) 6602-7052,32218785770@exemplo.com.br,2023-09-02
db2dd5ff-60b4-4a71-8a1e-aed64114e56c,Lunna da Mota,1964-05-31,128.260.783-41,84337-148,Abreu,BA,Brasil,M,+55 81 5011 2313,12826078341@exemplo.com.br,2025-02-18
22013fbf-edfa-42b0-8250-900a679fa7ac,Isabela Cunha,1941-04-06,112.049.997-07,49997-280,Gomes,AM,Brasil,F,51 2513 4186,11204999707@exemplo.com.br,2025-05-30
e4873b76-73e8-4a7b-8472-53204ee1707c,Theo Cavalcante,1961-12-30,302.922.057-50,92484253,Santos,CE,Brasil,M,+55 (051) 6550 4570,30292205750@exemplo.com.br,2023-06-08
0693deb8-b788-4d92-8559-81237ada45c6,Dr. Kaique Rodrigues,2006-10-10,108.925.363-34,12334-893,Aparecida,SP,Brasil,F,84 8105-8715,10892536334@exemplo.com.br,2024-04-11
14b32fef-e581-48d0-b3aa-7544a9c728f9,Vicente Ferreira,1946-08-01,793.449.308-78,46044-798,Camargo,CE,Brasil,F,+55 (071) 6493 2649,79344930878@exemplo.com.br,2023-10-17
670f2b53-6766-451d-9e30-f14023e01ae9,Dr. Vicente Pereira,2002-01-10,943.256.144-93,57421-644,Castro do Galho,AP,Brasil,F,+55 (061) 0552 8725,94325614493@exemplo.com.br,2024-01-16
f15522ee-5706-4abb-b759-1067c6961f84,Isaque Ferreira,2006-02-26,563.181.329-96,47550347,da Mota,AL,Brasil,M,(071) 1104 8846,56318132996@exemplo.com.br,2025-04-03
b3b05bf2-a11d-4313-a410-9bc16ff6bdea,Thiago Cavalcanti,1980-01-31,301.837.116-95,70162350,Souza,BA,Brasil,F,+55 (061) 1840 5184,30183711695@exemplo.com.br,2023-08-09
d0fff33e-27b9-421f-a4e9-d750bbb76c72,Rafael Borges,1949-02-02,957.816.795-00,90163059,Araújo da Serra,AP,Brasil,M,+55 (031) 0837-3657,95781679500@exemplo.com.br,2025-03-12
3b79f504-fdbc-4841-9ff6-7591406b2bdf,Letícia Dias,1961-07-07,241.746.543-13,55219-006,da Conceição da Prata,MS,Brasil,M,(031) 8109-2344,24174654313@exemplo.com.br,2023-07-11
9afce7a3-9fe0-4b05-9005-e3a2355bb34b,Dra. Joana Lopes,1990-04-19,956.889.149-81,83944-475,Martins,AP,Brasil,F,84 5719-8421,95688914981@exemplo.com.br,2024-05-24
29ef8703-1f01-41a6-8a1d-2597d227aea0,Gabrielly Teixeira,1990-12-14,541.898.986-87,77452794,Fernandes dos Dourados,BA,Brasil,F,61 8832 4833,54189898687@exemplo.com.br,2023-08-23
5bfc6677-1cdd-440a-a12c-5f48cf67972e,Otávio Mendes,1955-01-15,358.284.265-38,83646-002,Moraes do Amparo,MS,Brasil,F,(084) 6502 2522,35828426538@exemplo.com.br,2024-09-06
abad073b-ea9e-4827-8888-e69487160ee2,Pedro Henrique Freitas,2004-09-09,914.827.669-33,98957-820,Ferreira,AC,Brasil,F,(021) 9346 3436,91482766933@exemplo.com.br,2023-09-07
e1369cae-2925-4885-8957-bbebeb4dfc3c,Joaquim Cavalcanti,1958-09-30,679.351.733-82,59719722,da Rosa,RO,Brasil,M,+55 51 4936 3344,67935173382@exemplo.com.br,2024-05-08
77478e5c-b9b0-49f0-9e27-f0931d33a849,Dr. Erick Aragão,1980-03-03,287.157.554-58,11585592,Santos de Farias,RO,Brasil,M,+55 (051) 7774-1938,28715755458@exemplo.com.br,2024-12-31
846567cd-a7f1-4801-920b-0e1f64c3ff58,Luara Monteiro,1963-09-06,621.646.563-71,45513-842,Costela,PA,Brasil,F,+55 81 7980-0945,62164656371@exemplo.com.br,2024-11-04
3a2a97f5-fb0f-45a0-a5bc-da5eec807e34,João Miguel Melo,1945-03-27,796.850.336-03,95615269,Pastor de Pacheco,DF,Brasil,M,+55 31 0945-9638,79685033603@exemplo.com.br,2023-12-29
f22d0d90-77bc-4583-b246-2aaa1c48f89d,Sra. Nicole da Cruz,2002-04-30,548.166.271-70,30753-711,Machado de Castro,AC,Brasil,M,+55 84 0623-8990,54816627170@exemplo.com.br,2024-04-08
a22db6a2-3a6f-4e79-b3ba-787e695c3574,Vinícius Montenegro,1953-04-11,202.468.515-60,90454780,Lima de Goiás,RN,Brasil,M,+55 (011) 2502 8733,20246851560@exemplo.com.br,2023-11-14
e4f70652-a3c3-4f86-a909-d2231830cde2,Breno Silveira,1966-02-17,386.994.186-76,59711134,Campos,RS,Brasil,M,+55 (081) 6023 8419,38699418676@exemplo.com.br,2024-08-05
6d914a6b-da7a-4c9c-a784-c0bf78b898a6,Hadassa Camargo,1981-02-20,016.932.382-97,19451491,Viana das Flores,PA,Brasil,M,71 6313 8249,01693238297@exemplo.com.br,2024-10-07
9097c726-2698-45f0-ba7f-c4452f3b2931,Bruno Martins,1979-03-09,235.361.496-81,51307981,da Paz,MG,Brasil,F,+55 (041) 7390-1274,23536149681@exemplo.com.br,2025-02-24
ab5e2161-affa-4229-b9b8-098271511c93,Antônio Cunha,1934-11-13,317.024.895-03,89893-905,Farias,PA,Brasil,M,+55 71 5679-5939,31702489503@exemplo.com.br,2023-06-07
879f0928-8227-41ee-90dd-753f3081857f,Isaque Fernandes,1952-04-02,560.165.645-36,51880-571,Sá,PE,Brasil,F,+55 (021) 0252-1874,56016564536@exemplo.com.br,2025-01-23
f59c013b-bbf3-4a3d-900e-d9918b3661d6,Zoe da Mata,1938-02-15,048.916.472-80,80186016,da Paz do Amparo,RR,Brasil,F,+55 84 7095 1287,04891647280@exemplo.com.br,2024-03-06
93de67b9-76b8-45cc-88ad-a2bef20f9ca1,Antonella Dias,1934-10-16,131.321.497-58,07432188,Martins da Mata,PE,Brasil,F,+55 (071) 0653-2050,13132149758@exemplo.com.br,2024-11-11
46344186-ae7a-4ecc-96aa-509a713861d9,Lorena Vieira,1941-06-05,945.494.670-07,38743-602,Lopes do Campo,RS,Brasil,F,81 1318 8444,94549467007@exemplo.com.br,2024-11-07
55bd0bf2-490d-4e41-be00-25eb88330d62,Lucas Almeida,1969-03-06,625.005.073-28,88269870,Souza de Cavalcanti,MS,Brasil,M,(061) 9130 2984,62500507328@exemplo.com.br,2024-02-06
b739cbea-68ac-4c83-bb9a-5e6b01894da2,Henrique Dias,1949-11-30,328.809.624-75,74482-488,Correia,PE,Brasil,M,+55 51 6393 1782,32880962475@exemplo.com.br,2024-07-31
49412250-bb99-4c54-bedf-9e5e0d1d4552,Murilo Almeida,1984-04-27,302.076.269-18,99641-084,Nogueira,SC,Brasil,F,+55 11 4330-5239,30207626918@exemplo.com.br,2024-04-10
5c993449-9ff4-4e50-9d31-68ebb01ddbea,Sarah Melo,1976-10-16,396.587.886-55,70541-747,da Conceição de Fogaça,SC,Brasil,F,+55 (071) 4609-5015,39658788655@exemplo.com.br,2025-01-23
f82094a9-9271-4a8e-8cab-6743ef8e4e6a,Davi Luiz da Conceição,2005-12-08,543.928.913-58,94866-568,Aragão do Amparo,TO,Brasil,M,+55 81 8108-6633,54392891358@exemplo.com.br,2024-05-21
658f33c3-e8c6-40ce-9549-1c6c3d8df0b2,Stephany Fonseca,1952-11-13,220.193.598-80,95663-904,da Paz,RR,Brasil,F,21 5059-8082,22019359880@exemplo.com.br,2023-12-16
ace73cd5-249e-4bfb-8497-8b76e36bbe2d,Anthony Gabriel da Paz,1957-05-01,051.494.875-14,00681103,Porto Paulista,SP,Brasil,F,+55 11 2793 2744,05149487514@exemplo.com.br,2023-06-26
45184e5b-bd30-44fc-ae9f-ad7ee800b588,Cecilia Caldeira,1992-08-24,770.515.715-21,27706447,da Luz,AM,Brasil,M,+55 (011) 3737-9164,77051571521@exemplo.com.br,2023-12-09
afa4eaf9-bf25-401b-bbf4-c41c886fd05b,Mateus Jesus,1952-11-09,081.641.491-98,27264016,Brito,MT,Brasil,F,+55 31 4686 0218,08164149198@exemplo.com.br,2023-12-01
8a9d4558-7516-493e-93e8-7c3faea92681,Maria Helena da Mota,2004-03-23,819.800.686-96,76590-974,Santos,RR,Brasil,M,+55 21 8644-2393,81980068696@exemplo.com.br,2024-03-10
5f21b57b-3f8f-4121-8d0c-9067cc626b21,Giovanna Brito,1976-02-17,399.028.158-39,36502457,Nogueira de Rodrigues,CE,Brasil,F,+55 (051) 9620-0527,39902815839@exemplo.com.br,2025-05-27
622a1115-c9b2-44fa-b5b9-a5d17f878efe,Luna Gonçalves,1988-07-29,450.573.659-08,47641987,Ribeiro da Mata,DF,Brasil,M,+55 (061) 3830-2654,45057365908@exemplo.com.br,2024-10-22
b89635b0-0c79-4120-aee2-549c21790679,Pedro Henrique Cardoso,1955-04-18,887.466.850-48,41746226,Câmara,TO,Brasil,M,+55 (021) 6944-6368,88746685048@exemplo.com.br,2024-08-15
ecbce806-1e94-4435-a895-54e7c789a702,Helena Duarte,1941-12-05,061.805.919-85,60850-632,Brito dos Dourados,AL,Brasil,F,61 1084-9007,06180591985@exemplo.com.br,2024-06-23
07d08fad-dc42-4693-b188-51e6da6407e0,Dr. Davi Lucca Barros,1968-02-02,899.603.053-16,74603428,Garcia de Goiás,PI,Brasil,M,71 3387 0196,89960305316@exemplo.com.br,2025-04-15
68c9da7a-6b78-4b19-8aca-305f806a181b,Sophia Pinto,2002-06-26,241.725.846-34,09769-906,Rezende,CE,Brasil,M,+55 (041) 3786 5348,24172584634@exemplo.com.br,2024-01-10
38fc4fb0-d2e2-4bbb-bf85-f7e17c159187,João Guilherme Camargo,1989-01-29,510.764.280-10,98827-054,das Neves,PA,Brasil,F,(041) 3551-8926,51076428010@exemplo.com.br,2025-03-21
3bdbfb17-4c18-4b08-ac7e-bdfe6f8891f0,Luara Nunes,1963-04-07,446.538.632-73,98794-150,Pinto da Prata,PI,Brasil,M,71 1012-0169,44653863273@exemplo.com.br,2024-09-01
dbe1b2e2-5a41-4508-b7bd-bf58ab0a4085,Luan Ramos,1966-08-16,538.223.531-61,32577734,Mendes das Pedras,BA,Brasil,M,(061) 4168 1682,53822353161@exemplo.com.br,2024-04-25
dbd28879-b244-46b2-a41d-74ffda378f54,Sara Casa Grande,1993-05-26,635.642.806-23,36738744,Aparecida,AC,Brasil,F,(021) 6148-2551,63564280623@exemplo.com.br,2024-12-26
6d67295a-2c63-4bfd-a99b-e6414eb1656d,Yago Peixoto,1993-10-08,476.883.097-22,46588-202,Guerra,AP,Brasil,F,(031) 4928 8243,47688309722@exemplo.com.br,2023-07-05
5a5588bd-b28f-4661-a49a-d8fa0fdb77ed,Dra. Yasmin Vargas,1993-02-02,311.483.508-89,20911536,Caldeira do Galho,ES,Brasil,M,71 8397-8473,31148350889@exemplo.com.br,2023-07-20
906230d2-d523-4dc8-bbf7-187825af27fe,Gustavo Henrique Costela,1994-04-30,064.893.067-25,75204924,Nunes,AL,Brasil,M,+55 41 6394 4475,06489306725@exemplo.com.br,2025-05-08
7f333933-72ef-4a7d-bfd9-80e45d217399,Dr. Calebe Pires,1938-07-28,271.167.418-70,00301629,Rezende,RO,Brasil,F,0800-772-2192,27116741870@exemplo.com.br,2025-04-05
613e154c-7d73-48e5-afad-d82de363c586,Caleb Monteiro,1974-01-26,370.767.793-66,34964896,Melo,SP,Brasil,F,+55 84 2415-7283,37076779366@exemplo.com.br,2025-02-14
251d3dc4-e330-44f8-8c39-405c9301966e,Yasmin Pastor,1942-07-02,694.358.938-85,57706-082,Araújo do Galho,RO,Brasil,M,(084) 8665 4434,69435893885@exemplo.com.br,2024-11-25
488ad431-4a54-4075-a775-e49b212867be,Arthur Teixeira,2004-09-21,401.485.969-19,28280260,da Rocha,SC,Brasil,M,31 5036 0050,40148596919@exemplo.com.br,2024-01-24
8bc8c31d-a4be-4923-9c92-30f0da078d42,Leandro Nogueira,1957-04-18,114.511.745-94,76111762,Lopes,SC,Brasil,M,(041) 3161-6758,11451174594@exemplo.com.br,2024-02-01
a186e204-eb34-488d-8b41-b7c7efb12c79,Sr. Rafael Nunes,1948-05-29,372.687.636-62,58944-226,Araújo Alegre,RR,Brasil,M,61 4652-5022,37268763662@exemplo.com.br,2024-09-09
